2
A|pep42faucet|0|0
B|pep42faucet|PEP|1000000
A|pep42validator|0|0
B|pep42validator|PEP|1000000000
A|pep42foundation|0|0
B|pep42foundation|PEP|1000000000
A|pep42hKtrYPhTuZSzrP3RtjEwav6xcL9NbMdVn|0|0
B|pep42hKtrYPhTuZSzrP3RtjEwav6xcL9NbMdVn|PEP|100
A|pep42vx1sJvMhYHa5pzU5wPEYM18xhZraAMVf2|1|0
A|pep42treasury|0|0
B|pep42treasury|PEP|1000000000
