0
A|pep42faucet|0|0
B|pep42faucet|PEP|1000000
A|pep42treasury|0|0
B|pep42treasury|PEP|1000000000
A|pep42validator|0|0
B|pep42validator|PEP|1000000000
A|pep42foundation|0|0
B|pep42foundation|PEP|1000000000
